skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk266	266	ass	sd205		124																42883	st201		ln12	min(90,par3+stat('is468'.accr)/10)																																																				so2397	so0			so0	so0	so0		so0		so0	ol33													1		1						1			none												SC	SC	xx				1																			so2397	ol33		18	20					sk257	sk262													1	8	25		1																		1500	"Don't Use, missile range mod"	150	"Don't Use, missile range mod"	18	Min Mana to start casting	3	Frame delay between blades							10		1				1	2			8															cold	30	40	50	60	70	76	40	40	50	60	70	80	(((skill('sk257'.blvl)+skill('sk277'.blvl))+skill('sk278'.blvl))+stat('is448'.accr))*par8								768	32000
sk267	267	ass	sd206		18																																									st159		is39	dm12	is43	dm12	is41	dm12	is45	dm12	is36	min(ln78,50)																				so2301	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1													1						so0			18	20					sk258			1											1	8	10		1	1					1												10	min Elemental resistance	75	max elemental resist	40	min curse length reduction	90	max curse length reduction	3000	duration	300	Duration per level	1	damage resist %	1	damage resist % per level	1								8																																		1		640	8000
sk268	268	ass	sd207		49																	st119				is19	lvl*par2	is171	lvl*par3	is0	lvl*10	is2	lvl*10															is39	min(lvl*4,75)	is43	min(lvl*4,75)	is41	min(lvl*4,75)	is45	min(lvl*4,75)					ms417	pt16	1	NU											42			so2324	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1	4																		so0			18	20					sk264	sk263						150							1	7	54	1	1	1																	15	Plus % HP per level	40	plus to hit per level	12	Plus % AC per level		?	18	base item quality level	2	item quality per level					1								8																																		3		640	16000
sk269	269	ass	sd208	23	35	1		36	37			par1	4					ml559	ml558			st127		par3		is323		is325	par4																																																so0	so0			so0	so0	so0		so0		so0							10	11			ml559	ml558										1			h2h	3	h2h										SQ	A1	xx	16			1			1								1								so0			18	20					sk259								1						1	8	4		1							1											4	skip			375	duration	50	tohit bonus for each charge-up							8	damage synergy	1	15	7						8	128														ltng	1						80	20	40	60	80	100	skill('sk280'.blvl)*par8						4		640	16000
sk270	270	ass	sd209	27	50												ml533								par3																																																				so2302	so0			so0	so0	so0		so0		so0				9	7					ml533												1			h2h	4											KK	KK	A1				1			1								1								so0			18	20					sk260								1						1	8	10		1					1					ln12	damage%							50	Percent area damage min	10	percent area damage per level	6	Radius	-40	Attack rate penalty									1	20	15					1	8															fire																			4		640	16000
sk271	271	ass	sd210		45																																											is330	stat('is330'.accr)	is334	stat('is334'.accr)									ms412	pt17	3	S1	sk313	lvl	sk256	skill('sk256'.blvl)	sk261	skill('sk261'.blvl)	sk276	skill('sk276'.blvl)						so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			24	20					sk261														1	8	20		1																		10	Shots fired													10	damage synergy	1								8															ltng	20	5	8	12	17	34	20	10	16	24	34	40	((skill('sk256'.blvl)+skill('sk261'.blvl))+skill('sk276'.blvl))*par8						3		768	16000
sk272	272	ass	sd211		45																																																							ms415	pt17	5	S1	sk311	lvl	sk251	skill('sk251'.blvl)	sk262	skill('sk262'.blvl)	sk276	skill('sk276'.blvl)			32			so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			24	20					sk262														1	8	20		1																		10	Shots fired											10	synergy damage bonus	7	damage synergy	1								4															fire	20	17	21	26	32	39	50	19	23	28	34	41	(skill('sk251'.blvl)+skill('sk276'.blvl))*par7+skill('sk262'.blvl)*par8						3		768	32000
sk273	273	ass	sd212		51																33667				par7																																																				so2307	so0			so0	so0	so0	ol192	so0		so0					8					ml576	ml551											1			rng												SC	SC	SC				1			1										1						so0			24	20					sk264														1	8	15		1																		50	length of stun	5	additional lengh of stun	150	conversion length min	100	conversion length random range	15	chance for conversion	40	max chance for conversion	4	radius			1				9				8		10	2	5	8	8	8	20	2	5	8	8	8		stun														50	5	5	5		11		768	32000
sk274	274	ass	sd213	23	35	1		38	39		par1	par2	4						ml561		34571	st126		par3		is322		is325	par4																																																so0	so0			so0	so0	so0		so0		so0							9	9			ml560	ml561										1			h2h	3	h2h										SQ	A1	xx	16			1		1	1								1								so0			24	20					sk269								1						1	8	3		1							1											6	Second level radius	3	Third level radius	375	duration	50	tohit bonus for each charge-up	1	freeze length divisor					8	damage synergy	1	15	7						8	128														cold	15	8	10	20	30	40	35	8	10	22	32	42	skill('sk280'.blvl)*par8	100	10	10	10		4		768	32000
sk275	275	ass	sd214	12	52																				par7																																																			1	so2441	so0			so0	so0	so0	ol259	so0		so0				5																1		1			rng	4											SQ	A1	xx	21							1							1								so0			24	20					sk270							25	1						1	8	15		1					1													100	% Damage bonus	25	% damage per level									27	range			1	60	25					1	8																																		13		768	32000
sk276	276	ass	sd215		45																																											is330	stat('is330'.accr)	is334	stat('is334'.accr)									ms416	pt17	5	S1	sk312	lvl	sk324	lvl	sk251	skill('sk251'.blvl)	sk271	skill('sk271'.blvl)			32			so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			30	20					sk271														1	8	20		1																		5	Shots fired													12	damage synergy	1								8															ltng	1						50	8	14	22	28	34	skill('sk271'.blvl)*par8						3		896	64000
sk277	277	ass	sd216	28	54												ml553				33667	st158		ln12	par4																																																				so2281	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1																			so0			30	20					sk266														1	8	27	2	1	1		1	par3														1500	duration	150	duration per level	25	delay	6	radius to attack in									1				32		3		8	128	1	5	6	7	7	7	30	5	6	7	7	7																					1		896	64000
sk278	278	ass	sd217		18																	st31		ln12		is57	enms	is58	exms	is101	edma																																														so2325	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1													1						so0			30	20					sk267														1	8	12		1	1																	3000	duration	100	duration per level		?		?		?		?					1								6															pois	24	6	8	10	12	14	32	6	8	10	12	14		10					1		896	64000
sk279	279	ass	sd218		49																	st119				is19	lvl*par2	is0	lvl*10	is2	lvl*10																	is39	dm34	is43	dm34	is41	dm34	is45	dm34					ms418	pt16	1	NU											42			so2324	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1																			so0			30	20					sk268							150							1	7	70	1	1	1																	15	Pluse % HP per level	40	plus to hit per level	5	Min % resist all	90	Max % resist all	24	base item quality level	3	item quality per level					1								8																																		3		896	64000
sk280	280	ass	sd219	23	34		40	143	41		par6	par5					ml564	ml568	ml569			st124		375	par1	is320		is325	par7																																																so0	so0			so0	so0	so0		so0		so0						14	83	15		ml564	ml568	ml569										1			h2h		mele										A1	A1	A2				1		1	1								1								so0			30	20					sk265	sk274							1						1	8	4		1							1			par2								8	radius of jump to next target	6	radius of meteor explosion	30	Frames of fire	15	Frames of fire per level	16	chaos ice bolts	10	chain lightning skip	25	to hit bonus per charge up			1	15	7						8	128																																	4	-3	896	64000
sk281	281				125												ml517																																																												so0	so0			so0	so0	so0		so0		so0					70					ml517												1			none												SQ	SQ	S2				1																			so0			1																								1																par8	shots fired	6	Number of missiles	2	Number of missiles per level			2	Min Range							5	Shots Fired	1								8																																					
sk282	282			59	126												ml398																																																												so0	so0			so0	so0	so0		so0		so0					71					ml398	ml399			8	z offset	lvl-1	range					1			none												SQ	SQ	SC	6			1																			so0			1																								1										rand(par3,par4)	len	lvl-1	range					30	base ranged (doubled)	3	level range (doubled)	100	min frames	120	max frames									1								4															fire	18	15	15	15	15	15	37	15	15	15	15	15										
sk283	283													ml404		1																																																													so2399	so0			so0	so0	so0		so0		so0	ol30				72					ml404				40	z offset							1			none												SQ	SQ	S2				1																			so0			1																								1																																		1								8																																					
sk284	284				28												ml546																																																												so0	so0			so0	so0	so0		so0		so4631				46						ml546												1			none												SQ	SQ	A1				1																			so0			1																								1										3		45						45	Delay in poison clouds	3	Delay in lightning 													1								8																																					
sk285	285				141																				ln34																																																				so0	so0			so0	so0	so0		so0		so0				82																		1			none												SQ	SQ	S3				1																			so0			1																								1																		1	% of base monster HP min damage	1	% of base monster HP max damage	6	radius (half squares) for damage	1	additional radius/level (half squares) for damage	40	Radius of search for corpses							1								8																																					
sk286	286													ml550		1																																																													so477	so0			so0	so0	so0		so0		so0									ml550													1			none												SQ	SQ	S3				1																			so0			1																								1																																		1								8																																					
sk287	287				28												ml407																																																												so0	so0			so0	so0	so0		so0		so0				47						ml407				16	fall rate							1			none												SQ	SQ	A1				1																			so0			1																								1																		4	Charged bolts per level															1								8																																					
sk288	288				28												ml411																																																												so0	so0			so0	so0	so0		so0		so0				47						ml411				16	fall rate							1			none												SQ	SQ	A1				1																			so0			1																								1																ln12		20	Spikes to launch	5	Spikes per level													1								8																																					
sk289	289			60	127																																																																								so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	A1				1																			so0			1																								1										par1	heal%							25	Percent life to boss															1								8		1						3																													
sk290	290				128															ol133																																																									so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	S1				1																			so0			1																																		ln12	duration							100	Time for minions to attack target	20	Time per level													1								8																																					
sk291	291													ml425																																																															so0	so0			so0	so0	so0		so0		so0									ml425													1			none												SQ	SQ	S2				1																			so0			1																								1																																		1								8		10	5	5	5	5	5	20	5	5	5	5	5																								
sk292	292				98																																																																								so0	so0			so0	so0	so0		so0		so0				48	73																	1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk293	293			61																																																																									so0	so0			so0	so0	so0		so0		so0				38																		1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk294	294				130												ml474						st24			is67	-100																																																		so0	so0			so786	so799	so795		so0		so0				49						ml469	ml471	ml466	ml468	min(12,ln12)	#vines	35	delay	6	min dist between missiles			1			none												SQ	SQ	S1				1																			so0			1																								1										min(24,ln12)	# missiles					20	frames to apply aura to target	3	Number of vines	1	vines per level													1								8																																					
